CustomerID;SalesOrderNumber;SalesAmount;OrderDate
15554;SO49611;782.99;2019-09-03
21650;SO52833;553.97;2020-02-15
11180;SO67055;99.47;2020-09-25
27432;SO70612;27.77;2020-11-12
14567;SO51894;96.07;2020-01-28
16470;SO57804;839.48;2020-05-11
11676;SO64621;53.99;2020-08-20
24322;SO65582;68.49;2020-09-02
27750;SO66450;23.78;2020-09-16
15223;SO68065;2294.99;2020-10-09
24780;SO54033;2384.07;2020-03-07
14076;SO57407;71.97;2020-05-03
22531;SO67612;184.48;2020-10-02
13184;SO68591;100.46;2020-10-17
12984;SO55049;69.97;2020-03-26
12610;SO61762;92.96;2020-07-08
20280;SO66333;64.97;2020-09-14
17878;SO70279;69.97;2020-11-07
17314;SO70674;69.97;2020-11-13
13385;SO70711;2366.94;2020-11-13
16790;SO73910;2564.92;2020-12-25
18396;SO66282;29.48;2020-09-13
23666;SO67253;2453.04;2020-09-28
26182;SO69726;6.28;2020-10-31
13579;SO71089;600.46;2020-11-18
14944;SO59286;596.96;2020-06-02
22720;SO73965;29.99;2020-12-26
12156;SO53858;2341.97;2020-03-04
11513;SO59747;863.95;2020-06-08
23078;SO61659;15.23;2020-07-07
11300;SO62876;34.99;2020-07-27
12989;SO57583;2369.97;2020-05-06
11520;SO73812;7.28;2020-12-24
14852;SO45848;699.0982;2018-10-04
15149;SO60843;34.99;2020-06-25
15053;SO66532;93.48;2020-09-17
11454;SO60451;2419.06;2020-06-18
16077;SO66686;2401.45;2020-09-19
12669;SO66699;2384.07;2020-09-19
15134;SO67743;2329.99;2020-10-04
15675;SO47513;2443.35;2019-03-09
23064;SO56041;29.99;2020-04-11
26474;SO62785;13.98;2020-07-25
12422;SO68319;35;2020-10-13
25107;SO49595;1000.4375;2019-09-01
15017;SO51569;607.96;2020-01-20
12668;SO66698;2438.06;2020-09-19
18869;SO72055;1735.98;2020-11-30
11515;SO45595;3578.27;2018-08-31
16942;SO52892;1750.98;2020-02-17
14228;SO56968;49.99;2020-04-29
14686;SO65953;24.99;2020-09-08
24168;SO50174;2181.5625;2019-10-26
24425;SO51295;2419.06;2020-01-04
20861;SO52534;806.45;2020-02-10
20362;SO70542;69.99;2020-11-11
12559;SO48990;2049.0982;2019-07-23
24476;SO50772;2443.35;2019-11-28
24562;SO67679;3.99;2020-10-03
14506;SO70694;39.98;2020-11-13
11738;SO54079;42.28;2020-03-08
25405;SO60303;2433.04;2020-06-16
28355;SO44415;3578.27;2018-04-17
21071;SO49965;782.99;2019-10-05
12928;SO58437;94.48;2020-05-22
22238;SO74083;1155.48;2020-12-27
19460;SO54073;29.48;2020-03-08
17723;SO54119;64.97;2020-03-09
13537;SO46392;3578.27;2018-11-29
26511;SO48219;2071.4196;2019-05-21
13132;SO48499;2049.0982;2019-06-08
23386;SO66935;548.98;2020-09-23
16178;SO71096;69.97;2020-11-19
22276;SO52150;599.47;2020-02-02
25288;SO58248;539.99;2020-05-18
23013;SO60525;12.94;2020-06-20
27768;SO68602;742.35;2020-10-17
15162;SO71179;74.98;2020-11-20
16491;SO51962;751.34;2020-01-29
21956;SO47543;2181.5625;2019-03-12
25616;SO52573;539.99;2020-02-10
26228;SO68350;1700.99;2020-10-14
27519;SO72005;78.98;2020-11-30
17839;SO73369;29.98;2020-12-18
11126;SO44728;3399.99;2018-05-28
21576;SO51655;548.98;2020-01-25
17254;SO55977;53.99;2020-04-10
21384;SO58532;739.46;2020-05-23
28157;SO66111;7.28;2020-09-10
12380;SO60457;2297.28;2020-06-19
15696;SO60993;198.99;2020-06-27
28855;SO62181;103.46;2020-07-15
12251;SO62458;549.98;2020-07-19
13144;SO53942;134.98;2020-03-06
20056;SO71243;144.45;2020-11-21
14169;SO47198;2443.35;2019-02-13
17042;SO58755;1735.98;2020-05-27
16614;SO64960;38.88;2020-08-26
16481;SO73586;122.96;2020-12-21
27216;SO74942;37.97;2021-01-23
18017;SO52908;24.99;2020-02-17
13560;SO64895;539.99;2020-08-24
24474;SO72049;1700.99;2020-11-30
18267;SO72131;29.99;2020-12-02
11641;SO56087;144.47;2020-04-12
15095;SO59151;2319.99;2020-05-31
11104;SO60241;2438.06;2020-06-15
25272;SO63677;1174.48;2020-08-05
12609;SO66816;1282.82;2020-09-21
17220;SO49582;2181.5625;2019-09-01
11578;SO54251;2334.97;2020-03-12
23798;SO54623;67.93;2020-03-18
21353;SO62108;44.98;2020-07-14
11192;SO67056;74.98;2020-09-25
22207;SO48122;2443.35;2019-05-05
21501;SO49565;2071.4196;2019-08-29
11008;SO51282;2312.26;2020-01-03
17944;SO64543;1750.98;2020-08-19
16452;SO70319;889.45;2020-11-08
21381;SO70676;69.99;2020-11-13
13819;SO60665;35;2020-06-22
17374;SO61873;77.92;2020-07-10
11359;SO44904;3374.99;2018-06-13
12884;SO46422;3578.27;2018-12-04
25959;SO55884;27.28;2020-04-08
11591;SO58472;2316.97;2020-05-23
12542;SO74583;8.99;2021-01-11
26652;SO48857;782.99;2019-07-07
14200;SO59579;2334.97;2020-06-06
23084;SO60480;39.98;2020-06-19
22206;SO64057;201.28;2020-08-12
17303;SO64462;34.99;2020-08-18
26797;SO50068;782.99;2019-10-14
11276;SO56611;60.47;2020-04-22
11242;SO59645;539.99;2020-06-06
23481;SO60857;29.99;2020-06-25
15522;SO64404;26.97;2020-08-17
20823;SO46602;3578.27;2018-12-28
18966;SO54056;78.98;2020-03-08
14220;SO64662;2360.95;2020-08-20
19765;SO51214;553.97;2019-12-30
20164;SO44452;699.0982;2018-04-26
16694;SO53071;39.22;2020-02-21
14729;SO62050;4.99;2020-07-13
24626;SO64321;38.88;2020-08-16
17181;SO64735;2329.98;2020-08-22
28264;SO44448;3578.27;2018-04-26
15171;SO49922;2049.0982;2019-09-30
21590;SO70514;1169.46;2020-11-10
26971;SO66400;6.28;2020-09-15
29258;SO67191;751.34;2020-09-27
22840;SO68818;37.29;2020-10-21
23053;SO69331;69.97;2020-10-28
15312;SO69763;848.47;2020-10-31
28064;SO70233;2384.07;2020-11-06
18067;SO70986;2380.47;2020-11-17
11642;SO74980;88.98;2021-01-24
11998;SO46251;3374.99;2018-11-16
29425;SO52256;23.78;2020-02-04
15839;SO57557;24.27;2020-05-06
20785;SO65795;1145.48;2020-09-05
13131;SO71424;2393.06;2020-11-23
12575;SO46826;2049.0982;2019-01-15
26884;SO53329;1273.83;2020-02-25
27970;SO55618;64.47;2020-04-04
22129;SO57948;574.98;2020-05-13
16624;SO73763;2359.98;2020-12-23
12132;SO51181;2514.93;2019-12-28
12658;SO57956;2428.05;2020-05-13
20808;SO60952;1155.48;2020-06-26
23017;SO64168;563.77;2020-08-13
22413;SO73751;23.78;2020-12-23
14033;SO49343;2071.4196;2019-08-17
27256;SO50114;2071.4196;2019-10-21
21868;SO52311;4.99;2020-02-05
12605;SO57886;9.99;2020-05-12
12673;SO47314;2049.0982;2019-02-24
11712;SO58619;47.94;2020-05-25
17350;SO67698;92.48;2020-10-04
13290;SO65973;13.98;2020-09-08
11941;SO69867;68.97;2020-11-02
23172;SO52518;1231.12;2020-02-09
28518;SO63343;750.3;2020-07-31
15757;SO71757;2294.99;2020-11-28
20816;SO54516;650.45;2020-03-16
21471;SO55643;31.97;2020-04-04
28325;SO59142;574.98;2020-05-30
19279;SO65710;63.97;2020-09-04
27172;SO69203;23.78;2020-10-26
17117;SO70401;39.98;2020-11-09
28865;SO60132;31.27;2020-06-14
17071;SO60450;839.48;2020-06-18
15899;SO65370;2350.96;2020-08-29
22441;SO51617;597.95;2020-01-23
20523;SO71644;14.98;2020-11-27
27686;SO75090;74.98;2021-01-28
15344;SO56354;4.99;2020-04-17
23428;SO63437;39.98;2020-08-02
14096;SO64392;28.98;2020-08-17
24045;SO67805;4.99;2020-10-05
19270;SO45370;3578.27;2018-08-04
13653;SO48169;2181.5625;2019-05-13
17714;SO48892;1000.4375;2019-07-12
17052;SO56489;42.93;2020-04-20
24752;SO58463;756.33;2020-05-22
11027;SO69088;778.62;2020-10-24
21243;SO63710;14.98;2020-08-06
11913;SO73948;7.28;2020-12-26
21029;SO51024;782.99;2019-12-22
27654;SO55149;21.49;2020-03-28
17188;SO63370;2349.98;2020-08-01
22029;SO72959;30.97;2020-12-13
12839;SO50021;2049.0982;2019-10-10
11053;SO51505;2329.98;2020-01-17
11212;SO52968;34.99;2020-02-19
12286;SO56378;2405.47;2020-04-18
24915;SO57689;1145.48;2020-05-09
29086;SO61919;805.33;2020-07-10
13101;SO62386;2384.07;2020-07-18
15858;SO62603;7.28;2020-07-22
17991;SO62723;73.96;2020-07-24
20765;SO64113;1179.97;2020-08-12
14934;SO71173;119.98;2020-11-20
26127;SO46747;2049.0982;2019-01-06
28869;SO57475;777.34;2020-05-04
11530;SO67654;39.98;2020-10-03
18462;SO72916;1174.48;2020-12-12
12489;SO58622;8.99;2020-05-25
27439;SO50565;2049.0982;2019-11-20
16199;SO62928;2419.06;2020-07-27
27213;SO68209;7.28;2020-10-12
18310;SO59988;21.49;2020-06-12
14133;SO57519;1714.97;2020-05-05
12284;SO58353;2329.99;2020-05-21
12378;SO62768;2294.99;2020-07-25
22411;SO48243;2181.5625;2019-05-24
26757;SO49750;782.99;2019-09-18
12151;SO53965;2316.97;2020-03-06
13686;SO56337;2374.98;2020-04-17
16120;SO69686;7.28;2020-10-30
11277;SO63834;2.29;2020-08-08
14279;SO67004;2337.27;2020-09-24
18045;SO69101;1759.97;2020-10-25
12667;SO47098;2049.0982;2019-02-01
13967;SO48856;2049.0982;2019-07-07
12341;SO46736;2049.0982;2019-01-04
29092;SO59085;6.28;2020-05-30
15304;SO59378;2369.96;2020-06-03
21874;SO69006;2457.33;2020-10-23
13789;SO51340;819.48;2020-01-07
11007;SO51581;2391.95;2020-01-21
24680;SO54812;2418.05;2020-03-21
25541;SO61514;21.49;2020-07-04
20107;SO62714;69.99;2020-07-24
12815;SO69206;7.28;2020-10-26
24245;SO73343;17.27;2020-12-18
19868;SO69270;119.98;2020-10-27
17004;SO69838;2418.48;2020-11-01
26514;SO60338;29.98;2020-06-17
23796;SO61556;36.59;2020-07-05
16123;SO70132;629.97;2020-11-05
15557;SO49629;782.99;2019-09-05
19459;SO50144;1000.4375;2019-10-23
24244;SO58541;1174.48;2020-05-24
14006;SO59324;2294.99;2020-06-02
18035;SO73978;63.97;2020-12-26
20813;SO74621;64.47;2021-01-13
11217;SO52759;2374.98;2020-02-14
11210;SO57566;42.28;2020-05-06
16997;SO58275;1763.97;2020-05-19
13096;SO71246;140.45;2020-11-21
21614;SO50538;2049.0982;2019-11-18
13673;SO70969;94.48;2020-11-17
17006;SO71326;2404.46;2020-11-22
16449;SO58615;7.28;2020-05-25
13241;SO65723;2325.96;2020-09-04
14306;SO57292;839.46;2020-05-01
23288;SO63443;38.98;2020-08-02
22041;SO73703;588.96;2020-12-22
12809;SO57618;39.98;2020-05-07
12807;SO62017;539.99;2020-07-12
11253;SO54292;35;2020-03-12
24078;SO55902;3.99;2020-04-08
15290;SO70138;893.47;2020-11-05
23000;SO74633;94.46;2021-01-13
17686;SO75016;71.95;2021-01-25
28704;SO65393;2419.06;2020-08-29
28476;SO70051;119.98;2020-11-04
24256;SO54999;39.98;2020-03-25
13649;SO48962;2049.0982;2019-07-20
26317;SO52765;791.32;2020-02-14
23906;SO55979;2443.35;2020-04-10
16826;SO64790;2329.99;2020-08-23
11318;SO68588;42.28;2020-10-17
14575;SO74960;185.97;2021-01-23
26604;SO48565;2049.0982;2019-06-13
24274;SO50359;2443.35;2019-10-30
20822;SO54136;556.26;2020-03-09
11331;SO57202;2.29;2020-04-30
17650;SO70409;38.98;2020-11-09
15495;SO74171;39.98;2020-12-29
26096;SO46560;3399.99;2018-12-22
28773;SO60839;127.95;2020-06-25
15080;SO61794;2319.99;2020-07-09
24812;SO59352;82.59;2020-06-03
12725;SO64494;127.28;2020-08-18
20467;SO68840;17.27;2020-10-21
24708;SO71019;2419.06;2020-11-17
15693;SO56794;2428.05;2020-04-25
15130;SO72512;742.35;2020-12-06
22145;SO54839;37.27;2020-03-22
16256;SO65716;4.99;2020-09-04
21174;SO66647;42.28;2020-09-19
13269;SO47194;2181.5625;2019-02-12
25902;SO53147;64.97;2020-02-22
11213;SO55148;2.29;2020-03-28
11331;SO66448;166.28;2020-09-16
19996;SO66528;69.99;2020-09-17
21224;SO67967;42.28;2020-10-08
14073;SO68815;117.96;2020-10-21
18879;SO70115;69.99;2020-11-05
23904;SO56479;1198.97;2020-04-19
22344;SO58820;2419.06;2020-05-28
13214;SO70355;2319.99;2020-11-08
16946;SO48422;2181.5625;2019-06-01
20694;SO53689;146.97;2020-03-01
19764;SO54384;12.94;2020-03-14
13670;SO72134;123.98;2020-12-02
18791;SO73600;69.99;2020-12-21
15010;SO73746;80.96;2020-12-23
14106;SO47934;1000.4375;2019-04-26
14349;SO66174;56.97;2020-09-11
19625;SO55340;28.99;2020-03-30
14872;SO58751;71.97;2020-05-27
14994;SO59102;29.98;2020-05-30
15529;SO72044;804.48;2020-11-30
18256;SO53405;63.97;2020-02-27
20164;SO66578;2451.3;2020-09-18
22199;SO72703;2512.32;2020-12-09
25826;SO45652;699.0982;2018-09-09
25060;SO57785;2419.06;2020-05-10
14142;SO69613;29.48;2020-10-29
16182;SO73415;24.99;2020-12-19
14116;SO60605;2316.97;2020-06-21
22411;SO60745;588.96;2020-06-23
12007;SO66821;2339.97;2020-09-21
14547;SO73747;123.98;2020-12-23
26055;SO45955;3399.99;2018-10-20
12630;SO54524;2419.06;2020-03-16
19324;SO61925;819.48;2020-07-11
12636;SO59179;39.98;2020-05-31
19598;SO60366;1732.26;2020-06-17
24593;SO74813;4.99;2021-01-19
12321;SO58416;2318.96;2020-05-22
22925;SO65635;134.93;2020-09-03
12335;SO54879;2493.54;2020-03-22
11446;SO60613;2482.04;2020-06-21
11331;SO60853;36.27;2020-06-25
12110;SO62923;2309.97;2020-07-27
12774;SO65001;2364.96;2020-08-26
22277;SO75010;29.99;2021-01-25
25199;SO54368;1249.84;2020-03-13
18753;SO61810;123.98;2020-07-09
17216;SO47919;1000.4375;2019-04-24
20212;SO73108;76.96;2020-12-15
16789;SO73464;2443.35;2020-12-19
17601;SO60860;69.97;2020-06-25
26239;SO70392;51.96;2020-11-09
12011;SO53062;618.47;2020-02-20
16510;SO55899;27.28;2020-04-08
27795;SO61480;1174.48;2020-07-03
27921;SO64558;7.28;2020-08-19
12458;SO65721;49.99;2020-09-04
12302;SO69083;1184.46;2020-10-24
15008;SO69184;71.58;2020-10-26
29322;SO73430;49.99;2020-12-19
16158;SO50857;2049.0982;2019-12-06
14118;SO57227;2322.28;2020-04-30
12683;SO58461;2316.97;2020-05-22
27305;SO73174;1714.97;2020-12-15
13625;SO48971;2049.0982;2019-07-21
25924;SO62741;2419.06;2020-07-24
14831;SO45008;3578.27;2018-06-27
14939;SO46252;3578.27;2018-11-17
12685;SO47075;2049.0982;2019-01-29
17512;SO51294;592.27;2020-01-04
16474;SO55166;24.99;2020-03-28
29023;SO68207;35.23;2020-10-12
13128;SO69721;2438.06;2020-10-30
11249;SO56133;1759.97;2020-04-13
11570;SO47634;2071.4196;2019-03-25
28776;SO62180;2.29;2020-07-15
20781;SO66666;15.23;2020-09-19
25039;SO71112;32.6;2020-11-19
12302;SO74002;2461.03;2020-12-26
15805;SO72642;92.48;2020-12-09
11619;SO63962;25.48;2020-08-10
17198;SO64688;2391.96;2020-08-21
13013;SO69953;36.27;2020-11-03
20333;SO70837;69.99;2020-11-15
23658;SO49756;2181.5625;2019-09-19
28934;SO64384;64.47;2020-08-17
18992;SO60067;119.98;2020-06-13
23435;SO62990;1735.98;2020-07-28
16894;SO54022;1763.97;2020-03-07
23728;SO55985;69.97;2020-04-10
25334;SO59470;2398.05;2020-06-04
14382;SO60019;2373.47;2020-06-12
13383;SO69982;2329.98;2020-11-03
12390;SO49229;2071.4196;2019-08-05
12898;SO66130;2380.47;2020-09-10
13791;SO66124;36.27;2020-09-10
14097;SO62786;56.97;2020-07-25
24933;SO55404;32.6;2020-03-31
18940;SO70271;78.98;2020-11-07
21660;SO71276;1134.47;2020-11-21
16504;SO55731;588.96;2020-04-05
20309;SO74337;68.49;2021-01-04
19959;SO45763;3578.27;2018-09-25
17747;SO49018;2181.5625;2019-07-28
11738;SO53019;49.97;2020-02-20
26858;SO60559;553.97;2020-06-20
21719;SO69745;99.96;2020-10-31
25723;SO51326;777.34;2020-01-06
26779;SO64968;25.48;2020-08-26
17987;SO67356;1750.98;2020-09-29
12383;SO44803;3578.27;2018-05-31
12943;SO56759;8.99;2020-04-25
21834;SO67608;58.98;2020-10-02
11372;SO73097;751.34;2020-12-14
19301;SO47469;1000.4375;2019-03-02
15444;SO74237;83.97;2020-12-31
25270;SO43929;699.0982;2018-01-31
12342;SO46788;2049.0982;2019-01-10
19680;SO54930;1170.48;2020-03-23
14635;SO63848;37.21;2020-08-08
24189;SO65389;1174.48;2020-08-29
23637;SO66120;28.48;2020-09-10
14697;SO44730;3578.27;2018-05-29
19399;SO59933;69.97;2020-06-11
28904;SO48849;2049.0982;2019-07-07
16327;SO51663;2466.32;2020-01-26
11725;SO57316;53.99;2020-05-02
15115;SO61884;94.48;2020-07-10
17544;SO70137;2359.98;2020-11-05
28667;SO44577;3578.27;2018-05-02
24969;SO53254;34.89;2020-02-24
11680;SO65537;39.99;2020-09-01
17763;SO68052;24.99;2020-10-09
26021;SO68790;1134.47;2020-10-20
18839;SO70506;2384.97;2020-11-10
16630;SO72416;2394.97;2020-12-05
15643;SO50357;2071.4196;2019-10-30
29289;SO55604;2433.04;2020-04-03
25946;SO63674;1174.48;2020-08-05
19200;SO70112;37.27;2020-11-05
23416;SO53662;1155.48;2020-03-01
27525;SO54052;182.78;2020-03-08
20976;SO63390;60.47;2020-08-01
19915;SO74774;78.97;2021-01-17
11093;SO59760;2419.06;2020-06-08
11330;SO68117;4.99;2020-10-10
13019;SO46800;2443.35;2019-01-12
14051;SO52281;1237.82;2020-02-05
21522;SO61406;123.96;2020-07-02
22564;SO67609;58.98;2020-10-02
13650;SO48891;2049.0982;2019-07-11
11274;SO53280;2309.97;2020-02-24
11402;SO55551;588.96;2020-04-02
20047;SO58844;614.98;2020-05-29
27784;SO71188;751.34;2020-11-20
29056;SO44876;3578.27;2018-06-10
15537;SO49235;782.99;2019-08-05
11874;SO74785;7.95;2021-01-18
27199;SO49908;2049.0982;2019-09-29
11619;SO57199;8.99;2020-04-30
13969;SO66707;49.99;2020-09-20
17978;SO72651;836.45;2020-12-09
20510;SO74567;72.93;2021-01-11
25155;SO58895;2419.06;2020-05-29
27888;SO73293;22.93;2020-12-17
28955;SO74103;14.98;2020-12-28
23734;SO62102;69.97;2020-07-14
27687;SO73691;1183.47;2020-12-22
17322;SO74589;8.99;2021-01-12
17889;SO49200;2443.35;2019-08-03
16608;SO52414;71.58;2020-02-08
28327;SO52830;2407.04;2020-02-15
15784;SO70652;2329.99;2020-11-12
29108;SO44886;3578.27;2018-06-11
15653;SO46190;3578.27;2018-11-09
11272;SO45718;3578.27;2018-09-19
13406;SO59409;2369.96;2020-06-04
20683;SO61365;1735.98;2020-07-01
15974;SO71166;69.99;2020-11-20
23249;SO52179;49.97;2020-02-03
22103;SO58501;69.97;2020-05-23
17937;SO63630;625.47;2020-08-05
25614;SO64771;1228.83;2020-08-22
15212;SO73584;63.97;2020-12-21
12464;SO45214;3578.27;2018-07-23
19977;SO45982;3578.27;2018-10-24
11287;SO55756;24.99;2020-04-06
23464;SO70771;29.99;2020-11-14
25045;SO52081;38.88;2020-02-01
12888;SO68318;96.46;2020-10-13
14119;SO69358;74.98;2020-10-28
27274;SO50588;2049.0982;2019-11-22
15714;SO68051;83.97;2020-10-09
23377;SO68874;556.93;2020-10-21
29280;SO45471;3578.27;2018-08-22
26530;SO64665;2419.06;2020-08-20
16930;SO55511;7.95;2020-04-02
28944;SO64681;23.97;2020-08-21
18813;SO74864;128.97;2021-01-20
23594;SO60979;29.99;2020-06-27
18913;SO67795;78.98;2020-10-05
12819;SO69579;2369.96;2020-10-29
25376;SO72523;32.6;2020-12-07
21259;SO47148;2181.5625;2019-02-07
18393;SO72164;2294.99;2020-12-02
11140;SO54694;39.99;2020-03-19
24956;SO61722;751.34;2020-07-07
11917;SO64611;2384.07;2020-08-19
11060;SO44220;3399.99;2018-03-19
17909;SO44438;3578.27;2018-04-21
11498;SO54834;4.99;2020-03-22
11215;SO56032;4.99;2020-04-11
24166;SO65780;607.96;2020-09-05
11368;SO68937;880.44;2020-10-22
17243;SO52971;53.99;2020-02-19
22226;SO54615;34.98;2020-03-18
22715;SO58098;85.48;2020-05-16
23979;SO60218;6.28;2020-06-15
28706;SO68600;773.63;2020-10-17
26629;SO44005;699.0982;2018-02-16
11267;SO45706;3578.27;2018-09-17
26809;SO57708;118.96;2020-05-09
11925;SO60496;2389.96;2020-06-19
11395;SO53006;2329.98;2020-02-20
27649;SO43768;3578.27;2018-01-16
11875;SO56498;21.49;2020-04-20
17292;SO60382;40.23;2020-06-18
26436;SO70576;1174.48;2020-11-11
22196;SO72325;2451.3;2020-12-04
14730;SO74086;1888.97;2020-12-27
11057;SO58402;2393.06;2020-05-21
14160;SO45477;3578.27;2018-08-23
16250;SO47233;2181.5625;2019-02-17
19729;SO62314;4.99;2020-07-17
17338;SO70393;32.27;2020-11-09
11405;SO55433;53.99;2020-03-31
12001;SO56327;2318.96;2020-04-16
14087;SO56855;133.49;2020-04-27
24047;SO61592;1174.48;2020-07-05
21434;SO74015;1183.47;2020-12-26
20249;SO45931;3578.27;2018-10-16
13085;SO46705;2443.35;2019-01-01
15569;SO49735;782.99;2019-09-16
16391;SO51515;2443.35;2020-01-18
11367;SO61663;58.98;2020-07-07
18081;SO61994;21.98;2020-07-12
26384;SO66397;33.98;2020-09-15
11612;SO47100;2049.0982;2019-02-02
26567;SO48492;782.99;2019-06-07
11423;SO53241;2316.97;2020-02-24
17314;SO72964;8.99;2020-12-13
14155;SO44462;3578.27;2018-04-28
12119;SO57492;120;2020-05-05
20383;SO69188;94.48;2020-10-26
24608;SO46824;1000.4375;2019-01-15
13407;SO51074;2049.0982;2019-12-27
28210;SO56262;564.48;2020-04-15
21102;SO65638;793.46;2020-09-03
15579;SO54150;24.99;2020-03-10
16618;SO64682;38.88;2020-08-21
18046;SO67963;1735.98;2020-10-07
16110;SO69056;650.47;2020-10-24
17693;SO55351;13.98;2020-03-30
29085;SO62342;777.34;2020-07-17
28461;SO71053;33.98;2020-11-18
11300;SO63307;29.98;2020-07-31
11153;SO55189;67.49;2020-03-29
11183;SO60089;39.99;2020-06-13
21546;SO67446;4.99;2020-09-30
25176;SO66961;36.59;2020-09-24
18750;SO67368;4.99;2020-09-29
13070;SO54638;56.97;2020-03-18
21189;SO64039;1764.96;2020-08-11
25211;SO68816;79.47;2020-10-21
27974;SO70940;553.97;2020-11-16
12062;SO53275;37.29;2020-02-24
26660;SO67391;1174.48;2020-09-29
27107;SO49572;2071.4196;2019-08-30
21769;SO53827;603.49;2020-03-03
28314;SO57832;553.97;2020-05-11
27418;SO68254;2419.06;2020-10-12
22958;SO73642;1764.96;2020-12-22
14286;SO49805;2049.0982;2019-09-26
22644;SO60757;603.49;2020-06-23
17187;SO63300;2309.97;2020-07-31
28732;SO66867;2419.06;2020-09-22
26671;SO67771;69.99;2020-10-05
27747;SO72078;84.96;2020-12-01
18535;SO74295;21.98;2021-01-02
28168;SO44153;3578.27;2018-03-04
16949;SO56522;1789.97;2020-04-20
11450;SO45030;3374.99;2018-06-29
20710;SO46910;782.99;2019-01-27
24309;SO46270;3578.27;2018-11-20
13555;SO54266;2334.46;2020-03-12
22045;SO56184;561.92;2020-04-13
11239;SO58627;1214.85;2020-05-25
16217;SO65354;124.99;2020-08-29
16187;SO71394;4.99;2020-11-23
11502;SO74977;97.96;2021-01-24
28553;SO47545;2071.4196;2019-03-12
26717;SO48851;2071.4196;2019-07-07
11892;SO55176;2334.97;2020-03-28
28187;SO62037;39.98;2020-07-13
27749;SO64193;21.49;2020-08-14
19180;SO67806;39.98;2020-10-05
19769;SO68458;539.99;2020-10-15
20902;SO74710;37.27;2021-01-15
25265;SO54683;54.98;2020-03-19
20478;SO57873;96.46;2020-05-12
13834;SO70405;21.98;2020-11-09
14604;SO52359;35;2020-02-06
17022;SO58883;1763.97;2020-05-29
14652;SO65060;828.97;2020-08-27
18451;SO71223;75.47;2020-11-21
25388;SO58464;1249.84;2020-05-22
19489;SO65365;38.98;2020-08-29
17828;SO65637;819.48;2020-09-03
16461;SO71364;843.97;2020-11-23
19276;SO47898;782.99;2019-04-21
13474;SO58151;14.98;2020-05-17
19296;SO48568;782.99;2019-06-14
23222;SO67410;574.98;2020-09-29
24887;SO47466;1000.4375;2019-03-01
26150;SO47626;782.99;2019-03-24
24924;SO48865;1000.4375;2019-07-08
11237;SO51516;2319.99;2020-01-18
20489;SO56658;49.97;2020-04-23
18486;SO44822;3578.27;2018-06-02
27876;SO61031;1214.85;2020-06-27
17574;SO63810;1709.98;2020-08-07
21588;SO70513;1174.48;2020-11-10
20652;SO64518;1174.48;2020-08-18
28343;SO60195;53.99;2020-06-15
16186;SO61136;64.97;2020-06-29
28206;SO51627;2398.05;2020-01-24
14675;SO74370;49.99;2021-01-05
17231;SO65509;53.99;2020-09-01
28752;SO73022;1155.48;2020-12-13
26285;SO47202;2071.4196;2019-02-13
11278;SO51277;2329.98;2020-01-03
19836;SO69278;39.98;2020-10-27
11069;SO44416;3399.99;2018-04-17
15778;SO50123;782.99;2019-10-21
23270;SO63489;617.47;2020-08-02
20914;SO68339;1143.46;2020-10-13
13096;SO74487;29.99;2021-01-08
16703;SO52156;2512.32;2020-02-03
26577;SO59225;68.97;2020-06-01
20675;SO63491;1155.48;2020-08-02
24505;SO50990;2181.5625;2019-12-18
22314;SO63398;84.47;2020-08-01
11080;SO44379;3374.99;2018-04-10
13265;SO60838;2369.96;2020-06-25
29287;SO52026;4.99;2020-01-31
28377;SO57631;2433.04;2020-05-07
17920;SO67744;1155.48;2020-10-04
13132;SO70451;2461.55;2020-11-09
12404;SO58585;2393.96;2020-05-25
18342;SO58663;39.98;2020-05-26
19779;SO61291;69.99;2020-06-30
15184;SO67549;2369.96;2020-10-01
12962;SO69103;8.99;2020-10-25
25601;SO72121;583.97;2020-12-01
28977;SO59091;74.98;2020-05-30
16595;SO65935;2422.54;2020-09-07
13264;SO67957;539.99;2020-10-07
26548;SO48674;782.99;2019-06-23
28909;SO64829;7.28;2020-08-23
27650;SO66787;23.78;2020-09-21
28361;SO68167;13.98;2020-10-11
24835;SO70517;1170.48;2020-11-10
23866;SO46221;3578.27;2018-11-13
17908;SO54194;35.72;2020-03-11
24878;SO58270;23.78;2020-05-19
19818;SO64399;78.98;2020-08-17
11058;SO51292;2374.98;2020-01-04
24530;SO57264;36.59;2020-05-01
24263;SO61985;34.89;2020-07-12
16465;SO47612;2443.35;2019-03-23
19394;SO60032;1155.48;2020-06-12
12054;SO73276;69.97;2020-12-17
21912;SO57898;574.98;2020-05-12
13130;SO61588;2354.99;2020-07-05
20213;SO45838;3578.27;2018-10-02
13906;SO49976;2181.5625;2019-10-06
12546;SO65748;2344.96;2020-09-05
12221;SO44140;3578.27;2018-03-02
17299;SO44182;3578.27;2018-03-09
27169;SO72244;1214.85;2020-12-03
17502;SO64297;2492.32;2020-08-16
13555;SO46573;3578.27;2018-12-24
15722;SO50544;2049.0982;2019-11-18
15903;SO50652;782.99;2019-11-27
13695;SO60406;35;2020-06-18
13010;SO68252;2332.28;2020-10-12
11050;SO44029;3374.99;2018-02-20
25147;SO63311;39.98;2020-07-31
12810;SO72094;7.28;2020-12-01
11820;SO72454;34.98;2020-12-06
